GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0040012	regulation of locomotion	4.07e-02	4.07e-02	1	NFE2L2,PDGFRA,APC,ACVR1B,EGFR,NOTCH1,PTEN,ERBB4,LRRK2,NF1
GO:0010812	negative regulation of cell-substrate adhesion	1.25e-02	1.25e-02	1	CDKN2A,NOTCH1,PTEN,NF1
GO:1902533	positive regulation of intracellular signal transduction	3.25e-03	3.25e-03	1	FGFR3,MAP3K1,PDGFRA,TP53,EGFR,NOTCH1,ATM,PTEN,ATR,ERBB4,LRRK2,MTOR
GO:0051093	negative regulation of developmental process	9.12e-03	9.12e-03	1	FGFR3,NFE2L2,BRCA2,EGFR,CDKN2A,NOTCH1,CDK12,ASXL1,PTEN,ERBB4,NF1
GO:0045596	negative regulation of cell differentiation	4.10e-02	4.10e-02	1	NFE2L2,EGFR,CDKN2A,NOTCH1,CDK12,ASXL1,PTEN,ERBB4,NF1
GO:0048863	stem cell differentiation	6.85e-03	6.85e-03	1	NFE2L2,PDGFRA,NOTCH1,CDK12,ERBB4,SETD2
GO:2000736	regulation of stem cell differentiation	4.20e-03	4.20e-03	1	NFE2L2,PDGFRA,NOTCH1,CDK12
GO:2000737	negative regulation of stem cell differentiation	1.47e-02	1.47e-02	1	NFE2L2,NOTCH1,CDK12
GO:0009611	response to wounding	6.99e-03	6.99e-03	1	NFE2L2,PIK3CA,PDGFRA,EGFR,NOTCH1,ARHGAP35,PTEN,ERBB4,NF1,MTOR
GO:0042060	wound healing	1.26e-02	1.26e-02	1	NFE2L2,PIK3CA,PDGFRA,EGFR,NOTCH1,ARHGAP35,ERBB4,NF1,MTOR
GO:0071214	cellular response to abiotic stimulus	1.21e-02	1.21e-02	1	MAP3K1,EP300,TP53,EGFR,TAF1,ATM,ATR
GO:0044087	regulation of cellular component biogenesis	7.57e-03	7.57e-03	1	BRCA1,APC,TP53,TAF1,NOTCH1,ATM,ARHGAP35,PTEN,ATR,LRRK2,MTOR
GO:1903429	regulation of cell maturation	2.09e-02	2.09e-02	1	PPP2R1A,LRRK2,MTOR
GO:0048017	inositol lipid-mediated signaling	6.52e-05	6.52e-05	1	FGFR3,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,NF1,MTOR
GO:0048015	phosphatidylinositol-mediated signaling	5.81e-05	5.81e-05	1	FGFR3,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,NF1,MTOR
GO:0014065	phosphatidylinositol 3-kinase signaling	2.45e-04	2.45e-04	1	FGFR3,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,NF1
GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	2.42e-03	2.42e-03	1	FGFR3,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4
GO:0051338	regulation of transferase activity	1.01e-05	1.01e-05	1	FGFR3,MAP3K1,PPP2R1A,PIK3CA,PDGFRA,APC,TP53,EGFR,CDKN2A,ATM,CDK12,PTEN,LRRK2,NF1,MTOR
GO:0043549	regulation of kinase activity	7.57e-05	7.57e-05	1	FGFR3,MAP3K1,PPP2R1A,PIK3CA,PDGFRA,APC,EGFR,CDKN2A,CDK12,PTEN,LRRK2,NF1,MTOR
GO:1904030	negative regulation of cyclin-dependent protein kinase activity	3.79e-02	3.79e-02	1	APC,CDKN2A,PTEN
GO:0048285	organelle fission	4.72e-03	4.72e-03	1	ATRX,STAG2,PPP2R1A,SMC3,USP9X,APC,BRCA2,ATM,PBRM1,LRRK2
GO:0000280	nuclear division	2.10e-02	2.10e-02	1	ATRX,STAG2,PPP2R1A,SMC3,USP9X,APC,BRCA2,ATM,PBRM1
GO:0051276	chromosome organization	7.68e-05	7.68e-05	1	BRCA1,ATRX,STAG2,PPP2R1A,SMC3,ARID1A,APC,BRCA2,TP53,CDKN2A,ATM,ATR
GO:0000819	sister chromatid segregation	2.98e-02	2.98e-02	1	ATRX,STAG2,PPP2R1A,SMC3,APC,ATM
GO:0000278	mitotic cell cycle	2.37e-06	2.37e-06	1	ATRX,EP300,STAG2,PPP2R1A,SMC3,DNMT3A,USP9X,APC,ACVR1B,BRCA2,TP53,EGFR,CDKN2A,ATM,PBRM1,PTEN
GO:0044770	cell cycle phase transition	1.20e-03	1.20e-03	1	EP300,PPP2R1A,APC,ACVR1B,TP53,EGFR,TAF1,CDKN2A,ATM,PTEN
GO:0044843	cell cycle G1/S phase transition	2.46e-04	2.46e-04	1	EP300,ACVR1B,TP53,EGFR,TAF1,CDKN2A,ATM,PTEN
GO:1903047	mitotic cell cycle process	5.21e-05	5.21e-05	1	ATRX,EP300,STAG2,PPP2R1A,SMC3,USP9X,APC,ACVR1B,TP53,EGFR,CDKN2A,ATM,PBRM1,PTEN
GO:0044772	mitotic cell cycle phase transition	7.20e-03	7.20e-03	1	EP300,PPP2R1A,APC,ACVR1B,TP53,EGFR,CDKN2A,ATM,PTEN
GO:0000082	G1/S transition of mitotic cell cycle	2.74e-03	2.74e-03	1	EP300,ACVR1B,TP53,EGFR,CDKN2A,ATM,PTEN
GO:0007067	mitotic nuclear division	2.24e-02	2.24e-02	1	ATRX,STAG2,PPP2R1A,SMC3,USP9X,APC,ATM,PBRM1
GO:0000070	mitotic sister chromatid segregation	4.06e-02	4.06e-02	1	ATRX,PPP2R1A,SMC3,APC,ATM
GO:0051726	regulation of cell cycle	2.20e-09	2.20e-09	1	BRCA1,ATRX,MECOM,EP300,STAG2,PPP2R1A,SMC3,APC,BRCA2,TP53,EGFR,TAF1,CDKN2A,ATM,BAP1,CDK12,PTEN,ATR,MTOR
GO:0007346	regulation of mitotic cell cycle	5.19e-03	5.19e-03	1	ATRX,EP300,APC,BRCA2,TP53,EGFR,CDKN2A,ATM,PTEN
GO:0045787	positive regulation of cell cycle	2.60e-02	2.60e-02	1	BRCA1,ATRX,EP300,BRCA2,TP53,EGFR,ATM
GO:0010564	regulation of cell cycle process	1.30e-07	1.30e-07	1	BRCA1,ATRX,EP300,STAG2,PPP2R1A,SMC3,APC,BRCA2,TP53,EGFR,TAF1,CDKN2A,ATM,PTEN
GO:1901987	regulation of cell cycle phase transition	2.27e-03	2.27e-03	1	EP300,APC,TP53,EGFR,TAF1,CDKN2A,ATM,PTEN
GO:1902806	regulation of cell cycle G1/S phase transition	2.84e-03	2.84e-03	1	EP300,TP53,EGFR,TAF1,ATM,PTEN
GO:1901990	regulation of mitotic cell cycle phase transition	1.65e-02	1.65e-02	1	EP300,APC,TP53,EGFR,CDKN2A,ATM,PTEN
GO:2000045	regulation of G1/S transition of mitotic cell cycle	3.41e-02	3.41e-02	1	EP300,TP53,EGFR,ATM,PTEN
GO:0045786	negative regulation of cell cycle	5.55e-07	5.55e-07	1	BRCA1,ATRX,EP300,STAG2,SMC3,APC,TP53,EGFR,CDKN2A,ATM,PTEN,ATR,MTOR
GO:0000075	cell cycle checkpoint	3.30e-02	3.30e-02	1	BRCA1,EP300,APC,TP53,ATM,ATR
GO:0045930	negative regulation of mitotic cell cycle	2.16e-03	2.16e-03	1	ATRX,EP300,APC,TP53,EGFR,ATM,PTEN
GO:0010948	negative regulation of cell cycle process	6.05e-06	6.05e-06	1	BRCA1,ATRX,EP300,STAG2,SMC3,APC,TP53,ATM,PTEN
GO:0007050	cell cycle arrest	3.74e-03	3.74e-03	1	BRCA1,EP300,APC,TP53,CDKN2A,ATM,MTOR
GO:0045859	regulation of protein kinase activity	2.29e-03	2.29e-03	1	MAP3K1,PPP2R1A,PIK3CA,APC,EGFR,CDKN2A,CDK12,PTEN,LRRK2,NF1,MTOR
GO:0071900	regulation of protein serine/threonine kinase activity	3.68e-03	3.68e-03	1	MAP3K1,PPP2R1A,APC,EGFR,CDKN2A,CDK12,PTEN,LRRK2,NF1
GO:0071901	negative regulation of protein serine/threonine kinase activity	2.00e-02	2.00e-02	1	PPP2R1A,APC,CDKN2A,PTEN,NF1
GO:0045736	negative regulation of cyclin-dependent protein serine/threonine kinase activity	3.79e-02	3.79e-02	1	APC,CDKN2A,PTEN
GO:0034605	cellular response to heat	1.20e-02	1.20e-02	1	EP300,ATM,ATR,NF1,MTOR
GO:0044265	cellular macromolecule catabolic process	7.05e-03	7.05e-03	1	PPP2R1A,NFE2L2,RPL5,USP9X,APC,TP53,TAF1,CDKN2A,ATM,BAP1,PTEN,LRRK2
GO:0061008	hepaticobiliary system development	3.41e-02	3.41e-02	1	PIK3CA,EGFR,NOTCH1,TET2,NF1
GO:0048732	gland development	1.86e-03	1.86e-03	1	PIK3CA,BRCA2,EGFR,NOTCH1,ARHGAP35,TET2,PTEN,ERBB4,NF1
GO:0001889	liver development	3.05e-02	3.05e-02	1	PIK3CA,EGFR,NOTCH1,TET2,NF1
GO:0008213	protein alkylation	3.28e-04	3.28e-04	1	BRCA1,ATRX,MECOM,KDM6A,NSD1,TET2,SETD2
GO:0032259	methylation	3.13e-04	3.13e-04	1	BRCA1,ATRX,MECOM,DNMT3A,PIK3CA,KDM6A,NSD1,TET2,SETD2
GO:0043414	macromolecule methylation	4.13e-05	4.13e-05	1	BRCA1,ATRX,MECOM,DNMT3A,PIK3CA,KDM6A,NSD1,TET2,SETD2
GO:0006479	protein methylation	3.28e-04	3.28e-04	1	BRCA1,ATRX,MECOM,KDM6A,NSD1,TET2,SETD2
GO:0006325	chromatin organization	2.11e-11	2.11e-11	1	BRCA1,ATRX,MECOM,EP300,ARID1A,DNMT3A,KDM5C,BRCA2,TP53,KDM6A,TAF1,CDKN2A,ATM,BAP1,PBRM1,NSD1,TET2,ASXL1,SETD2
GO:0006974	cellular response to DNA damage stimulus	1.18e-05	1.18e-05	1	BRCA1,POLQ,ATRX,EP300,SMC3,APC,BRCA2,TP53,EGFR,TAF1,ATM,ATR,SETD2,MTOR
GO:0042770	signal transduction in response to DNA damage	3.38e-05	3.38e-05	1	BRCA1,ATRX,EP300,BRCA2,TP53,ATM,ATR
GO:0042772	DNA damage response, signal transduction resulting in transcription	1.47e-02	1.47e-02	1	BRCA1,BRCA2,TP53
GO:0016569	covalent chromatin modification	1.14e-12	1.14e-12	1	BRCA1,ATRX,MECOM,EP300,ARID1A,DNMT3A,KDM5C,BRCA2,TP53,KDM6A,TAF1,ATM,BAP1,PBRM1,NSD1,TET2,ASXL1,SETD2
GO:0072331	signal transduction by p53 class mediator	3.90e-04	3.90e-04	1	BRCA1,ATRX,EP300,BRCA2,TP53,TAF1,ATM,ATR
GO:0030330	DNA damage response, signal transduction by p53 class mediator	1.42e-05	1.42e-05	1	BRCA1,ATRX,EP300,BRCA2,TP53,ATM,ATR
GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	1.21e-02	1.21e-02	1	BRCA1,BRCA2,TP53
GO:1901796	regulation of signal transduction by p53 class mediator	5.19e-03	5.19e-03	1	BRCA1,EP300,TP53,TAF1,ATM,ATR
GO:0032446	protein modification by small protein conjugation	1.81e-02	1.81e-02	1	BRCA1,STAG2,SMC3,NFE2L2,VHL,TP53,TAF1,CDKN2A,PTEN,LRRK2,MTOR
GO:0018205	peptidyl-lysine modification	1.77e-09	1.77e-09	1	BRCA1,ATRX,MECOM,EP300,STAG2,SMC3,BRCA2,TP53,KDM6A,TAF1,CDKN2A,NSD1,TET2,SETD2
GO:0016925	protein sumoylation	3.05e-02	3.05e-02	1	BRCA1,STAG2,SMC3,TP53,CDKN2A
GO:0018022	peptidyl-lysine methylation	2.52e-05	2.52e-05	1	BRCA1,ATRX,MECOM,KDM6A,NSD1,TET2,SETD2
GO:0006259	DNA metabolic process	1.90e-09	1.90e-09	1	BRCA1,POLQ,ATRX,EP300,STAG2,PPP2R1A,SMC3,DNMT3A,PIK3CA,PDGFRA,BRCA2,TP53,EGFR,CDKN2A,ATM,TET2,ATR,SETD2,MTOR
GO:0051052	regulation of DNA metabolic process	4.32e-10	4.32e-10	1	BRCA1,POLQ,ATRX,STAG2,PPP2R1A,SMC3,PIK3CA,PDGFRA,BRCA2,TP53,EGFR,CDKN2A,ATM,ATR
GO:0006304	DNA modification	8.21e-03	8.21e-03	1	BRCA1,ATRX,DNMT3A,PIK3CA,TET2
GO:0044728	DNA methylation or demethylation	2.73e-03	2.73e-03	1	BRCA1,ATRX,DNMT3A,PIK3CA,TET2
GO:0006305	DNA alkylation	3.09e-02	3.09e-02	1	BRCA1,ATRX,DNMT3A,PIK3CA
GO:0006306	DNA methylation	3.09e-02	3.09e-02	1	BRCA1,ATRX,DNMT3A,PIK3CA
GO:0006281	DNA repair	8.00e-06	8.00e-06	1	BRCA1,POLQ,ATRX,EP300,SMC3,BRCA2,TP53,EGFR,ATM,ATR,SETD2,MTOR
GO:0051053	negative regulation of DNA metabolic process	2.23e-05	2.23e-05	1	POLQ,STAG2,SMC3,BRCA2,TP53,ATM,ATR
GO:0051054	positive regulation of DNA metabolic process	1.74e-02	1.74e-02	1	BRCA1,ATRX,PDGFRA,EGFR,ATM,ATR
GO:0097190	apoptotic signaling pathway	2.67e-05	2.67e-05	1	BRCA1,FGFR3,EP300,PPP2R1A,NFE2L2,ACVR1B,BRCA2,TP53,ATM,PTEN,LRRK2,NF1
GO:0097191	extrinsic apoptotic signaling pathway	3.46e-02	3.46e-02	1	BRCA1,FGFR3,PPP2R1A,ACVR1B,PTEN,NF1
GO:0016570	histone modification	2.57e-10	2.57e-10	1	BRCA1,ATRX,MECOM,EP300,KDM5C,BRCA2,TP53,KDM6A,TAF1,ATM,BAP1,NSD1,TET2,ASXL1,SETD2
GO:0016571	histone methylation	6.89e-05	6.89e-05	1	BRCA1,ATRX,MECOM,KDM6A,NSD1,TET2,SETD2
GO:0034968	histone lysine methylation	1.33e-05	1.33e-05	1	BRCA1,ATRX,MECOM,KDM6A,NSD1,TET2,SETD2
GO:0097193	intrinsic apoptotic signaling pathway	8.73e-03	8.73e-03	1	BRCA1,EP300,NFE2L2,BRCA2,TP53,ATM,LRRK2
GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	9.95e-03	9.95e-03	1	BRCA1,EP300,BRCA2,TP53,ATM
GO:0006260	DNA replication	2.80e-07	2.80e-07	1	BRCA1,POLQ,ATRX,STAG2,PPP2R1A,SMC3,PDGFRA,BRCA2,EGFR,ATM,ATR
GO:0006261	DNA-dependent DNA replication	4.50e-02	4.50e-02	1	POLQ,ATRX,STAG2,SMC3,BRCA2
GO:0006275	regulation of DNA replication	8.21e-07	8.21e-07	1	ATRX,STAG2,PPP2R1A,SMC3,PDGFRA,BRCA2,EGFR,ATR
GO:0090329	regulation of DNA-dependent DNA replication	7.52e-03	7.52e-03	1	ATRX,STAG2,SMC3,BRCA2
GO:0008156	negative regulation of DNA replication	2.39e-03	2.39e-03	1	STAG2,SMC3,BRCA2,ATR
GO:2000104	negative regulation of DNA-dependent DNA replication	1.21e-02	1.21e-02	1	STAG2,SMC3,BRCA2
GO:0071897	DNA biosynthetic process	1.42e-02	1.42e-02	1	BRCA1,POLQ,BRCA2,TP53,ATM,ATR
GO:0031056	regulation of histone modification	3.17e-02	3.17e-02	1	BRCA1,ATRX,TP53,ATM,NSD1
GO:0032386	regulation of intracellular transport	4.89e-02	4.89e-02	1	TP53,EGFR,BAP1,ERBB4,SETD2,LRRK2,NF1,MTOR
GO:0046822	regulation of nucleocytoplasmic transport	2.23e-02	2.23e-02	1	TP53,EGFR,ERBB4,SETD2,NF1,MTOR
GO:0021700	developmental maturation	4.97e-02	4.97e-02	1	FGFR3,PPP2R1A,BRCA2,PTEN,LRRK2,MTOR
GO:0032504	multicellular organism reproduction	4.89e-03	4.89e-03	1	ATRX,PPP2R1A,DNMT3A,USP9X,PDGFRA,BRCA2,EGFR,NOTCH1,ATM,PTEN,MTOR
GO:0048609	multicellular organismal reproductive process	4.31e-03	4.31e-03	1	ATRX,PPP2R1A,DNMT3A,USP9X,PDGFRA,BRCA2,EGFR,NOTCH1,ATM,PTEN,MTOR
GO:0050730	regulation of peptidyl-tyrosine phosphorylation	2.48e-02	2.48e-02	1	FGFR3,PPP2R1A,TP53,EGFR,ERBB4,MTOR
GO:0048646	anatomical structure formation involved in morphogenesis	1.09e-03	1.09e-03	1	BRCA1,EP300,NFE2L2,ARID1A,PIK3CA,PDGFRA,KDM6A,NOTCH1,ATM,ARHGAP35,PTEN,SETD2,NF1
GO:0009790	embryo development	1.76e-06	1.76e-06	1	BRCA1,EP300,NFE2L2,ARID1A,DNMT3A,PDGFRA,ACVR1B,BRCA2,EGFR,KDM6A,NOTCH1,ATM,ARHGAP35,ERBB4,SETD2,NF1
GO:0009792	embryo development ending in birth or egg hatching	2.65e-06	2.65e-06	1	BRCA1,EP300,ARID1A,PDGFRA,ACVR1B,BRCA2,EGFR,KDM6A,NOTCH1,ATM,ARHGAP35,SETD2,NF1
GO:0043009	chordate embryonic development	2.39e-06	2.39e-06	1	BRCA1,EP300,ARID1A,PDGFRA,ACVR1B,BRCA2,EGFR,KDM6A,NOTCH1,ATM,ARHGAP35,SETD2,NF1
GO:0035295	tube development	3.09e-04	3.09e-04	1	ATRX,EP300,ARID1A,PDGFRA,EGFR,KDM6A,NOTCH1,ARHGAP35,ASXL1,SETD2,NF1
GO:0035239	tube morphogenesis	4.18e-02	4.18e-02	1	ARID1A,PDGFRA,EGFR,KDM6A,NOTCH1,ARHGAP35,SETD2
GO:0035148	tube formation	4.35e-02	4.35e-02	1	ARID1A,KDM6A,NOTCH1,ARHGAP35,SETD2
GO:0021915	neural tube development	4.83e-03	4.83e-03	1	ARID1A,KDM6A,NOTCH1,ARHGAP35,SETD2,NF1
GO:0001525	angiogenesis	1.54e-02	1.54e-02	1	BRCA1,NFE2L2,PIK3CA,PDGFRA,NOTCH1,PTEN,SETD2,NF1
GO:0001756	somitogenesis	3.49e-02	3.49e-02	1	EP300,KDM6A,NOTCH1,ATM
GO:0070482	response to oxygen levels	8.75e-06	8.75e-06	1	EP300,NFE2L2,DNMT3A,VHL,TP53,NOTCH1,ATM,PTEN,NF1,MTOR
GO:0036293	response to decreased oxygen levels	5.12e-06	5.12e-06	1	EP300,NFE2L2,DNMT3A,VHL,TP53,NOTCH1,ATM,PTEN,NF1,MTOR
GO:0001666	response to hypoxia	3.93e-06	3.93e-06	1	EP300,NFE2L2,DNMT3A,VHL,TP53,NOTCH1,ATM,PTEN,NF1,MTOR
GO:0071453	cellular response to oxygen levels	7.43e-06	7.43e-06	1	EP300,NFE2L2,DNMT3A,VHL,TP53,NOTCH1,PTEN,MTOR
GO:0036294	cellular response to decreased oxygen levels	4.60e-06	4.60e-06	1	EP300,NFE2L2,DNMT3A,VHL,TP53,NOTCH1,PTEN,MTOR
GO:0071456	cellular response to hypoxia	3.28e-06	3.28e-06	1	EP300,NFE2L2,DNMT3A,VHL,TP53,NOTCH1,PTEN,MTOR
GO:0001667	ameboidal-type cell migration	2.70e-02	2.70e-02	1	NFE2L2,PIK3CA,ACVR1B,NOTCH1,PTEN,ERBB4,NF1
GO:0009314	response to radiation	1.42e-05	1.42e-05	1	BRCA1,EP300,DNMT3A,BRCA2,TP53,EGFR,TAF1,ATM,ATR,NF1,MTOR
GO:0010212	response to ionizing radiation	2.52e-03	2.52e-03	1	BRCA1,DNMT3A,BRCA2,TP53,ATM,ATR
GO:0010332	response to gamma radiation	1.15e-02	1.15e-02	1	BRCA2,TP53,ATM,ATR
GO:0009416	response to light stimulus	1.12e-03	1.12e-03	1	EP300,BRCA2,TP53,EGFR,TAF1,ATR,NF1,MTOR
GO:0009411	response to UV	1.15e-03	1.15e-03	1	EP300,BRCA2,TP53,EGFR,TAF1,ATR
GO:0034644	cellular response to UV	3.71e-02	3.71e-02	1	EP300,TP53,TAF1,ATR
GO:0008340	determination of adult lifespan	6.24e-03	6.24e-03	1	TP53,ATM,LRRK2
