GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0009725	response to hormone	3.59e-05	3.59e-05	1	BRCA1,PIK3CA,FLT3,FOXA1,IDH1,RB1,PIK3R1,EGFR,TAF1,KIT,BRAF,PTPN11,MTOR
GO:0048545	response to steroid hormone	2.80e-02	2.80e-02	1	BRCA1,FLT3,FOXA1,IDH1,RB1,EGFR,TAF1
GO:0032870	cellular response to hormone stimulus	1.25e-03	1.25e-03	1	BRCA1,PIK3CA,FLT3,FOXA1,RB1,PIK3R1,EGFR,TAF1,KIT,PTPN11
GO:0071407	cellular response to organic cyclic compound	2.95e-04	2.95e-04	1	BRCA1,PIK3CG,EZH2,FLT3,FOXA1,RB1,EGFR,TAF1,CHEK2,LRRK2
GO:0071396	cellular response to lipid	2.86e-02	2.86e-02	1	BRCA1,EPHA3,FLT3,SOX9,FOXA1,RB1,EGFR,TAF1
GO:0071383	cellular response to steroid hormone stimulus	2.30e-02	2.30e-02	1	BRCA1,FLT3,FOXA1,RB1,EGFR,TAF1
GO:0043087	regulation of GTPase activity	2.74e-02	2.74e-02	1	EPHA3,FGFR3,EZH2,PDGFRA,EGFR,KIT,LRRK2,NF1,MTOR
GO:0031099	regeneration	4.61e-02	4.61e-02	1	EZH2,FLT3,EGFR,BRAF,PTEN
GO:0032504	multicellular organism reproduction	9.17e-03	9.17e-03	1	ATRX,SOX9,PDGFRA,BRCA2,EGFR,ATM,KIT,PTEN,PTPN11,MTOR
GO:0048609	multicellular organismal reproductive process	8.17e-03	8.17e-03	1	ATRX,SOX9,PDGFRA,BRCA2,EGFR,ATM,KIT,PTEN,PTPN11,MTOR
GO:0031294	lymphocyte costimulation	9.03e-04	9.03e-04	1	EPHB6,PIK3CA,PIK3R1,PTPN11,MTOR
GO:0031295	T cell costimulation	7.87e-04	7.87e-04	1	EPHB6,PIK3CA,PIK3R1,PTPN11,MTOR
GO:0048872	homeostasis of number of cells	1.73e-02	1.73e-02	1	EZH2,FLT3,SOX9,RB1,KIT,PTPN11
GO:0060548	negative regulation of cell death	6.54e-05	6.54e-05	1	BRCA1,MECOM,PIK3CG,PIK3CA,SOX9,TP53,PIK3R1,EGFR,KIT,BRAF,PTEN,LRRK2,MTOR
GO:0043069	negative regulation of programmed cell death	2.51e-05	2.51e-05	1	BRCA1,MECOM,PIK3CG,PIK3CA,SOX9,TP53,PIK3R1,EGFR,KIT,BRAF,PTEN,LRRK2,MTOR
GO:0043066	negative regulation of apoptotic process	1.73e-03	1.73e-03	1	BRCA1,PIK3CG,PIK3CA,SOX9,TP53,PIK3R1,EGFR,BRAF,PTEN,LRRK2,MTOR
GO:0070997	neuron death	3.70e-04	3.70e-04	1	PIK3CA,RB1,TP53,ATM,BRAF,LRRK2,NF1,MTOR
GO:0051402	neuron apoptotic process	1.09e-02	1.09e-02	1	PIK3CA,RB1,TP53,ATM,BRAF,NF1
GO:1901214	regulation of neuron death	2.49e-03	2.49e-03	1	PIK3CA,TP53,ATM,BRAF,LRRK2,NF1,MTOR
GO:1901216	positive regulation of neuron death	1.85e-02	1.85e-02	1	TP53,ATM,NF1,MTOR
GO:0080135	regulation of cellular response to stress	5.71e-06	5.71e-06	1	BRCA1,POLQ,MECOM,PIK3R1,EGFR,ATM,BRAF,PTEN,ATR,CHEK2,LRRK2,MTOR
GO:0000278	mitotic cell cycle	2.55e-06	2.55e-06	1	SMC1A,ATRX,STAG2,EZH2,SMC3,CDKN2C,FOXA1,BRCA2,RB1,TP53,EGFR,ATM,PTEN,PTPN11,CHEK2
GO:1903047	mitotic cell cycle process	6.17e-04	6.17e-04	1	SMC1A,ATRX,STAG2,EZH2,SMC3,CDKN2C,RB1,TP53,EGFR,ATM,PTEN,CHEK2
GO:0051276	chromosome organization	1.61e-04	1.61e-04	1	BRCA1,SMC1A,ATRX,STAG2,SMC3,SOX9,BRCA2,RB1,TP53,ATM,ATR
GO:0000819	sister chromatid segregation	1.31e-02	1.31e-02	1	SMC1A,ATRX,STAG2,SMC3,RB1,ATM
GO:0000070	mitotic sister chromatid segregation	2.02e-02	2.02e-02	1	SMC1A,ATRX,SMC3,RB1,ATM
GO:2001252	positive regulation of chromosome organization	1.96e-02	1.96e-02	1	ATRX,RB1,ATM,ATR
GO:0044770	cell cycle phase transition	3.23e-03	3.23e-03	1	EZH2,CDKN2C,RB1,TP53,EGFR,TAF1,ATM,PTEN,CHEK2
GO:0044843	cell cycle G1/S phase transition	3.90e-06	3.90e-06	1	EZH2,CDKN2C,RB1,TP53,EGFR,TAF1,ATM,PTEN,CHEK2
GO:0044772	mitotic cell cycle phase transition	2.07e-02	2.07e-02	1	EZH2,CDKN2C,RB1,TP53,EGFR,ATM,PTEN,CHEK2
GO:0000082	G1/S transition of mitotic cell cycle	5.58e-05	5.58e-05	1	EZH2,CDKN2C,RB1,TP53,EGFR,ATM,PTEN,CHEK2
GO:0006974	cellular response to DNA damage stimulus	1.04e-08	1.04e-08	1	BRCA1,POLQ,SMC1A,ATRX,SMC3,BRCA2,TP53,PIK3R1,EGFR,TAF1,ATM,ATR,PTPN11,SETD2,CHEK2,MTOR
GO:2001020	regulation of response to DNA damage stimulus	1.87e-03	1.87e-03	1	BRCA1,POLQ,EGFR,ATM,ATR,CHEK2
GO:0051726	regulation of cell cycle	4.58e-13	4.58e-13	1	BRCA1,SMC1A,ATRX,MECOM,STAG2,EZH2,SMC3,CDKN2C,SOX9,FOXA1,BRCA2,RB1,TP53,EGFR,TAF1,ATM,PTEN,ATR,PTPN11,CHEK2,MTOR
GO:0007346	regulation of mitotic cell cycle	7.25e-07	7.25e-07	1	SMC1A,ATRX,EZH2,FOXA1,BRCA2,RB1,TP53,EGFR,ATM,PTEN,PTPN11,CHEK2
GO:0045786	negative regulation of cell cycle	1.24e-11	1.24e-11	1	BRCA1,SMC1A,ATRX,STAG2,EZH2,SMC3,CDKN2C,RB1,TP53,EGFR,ATM,PTEN,ATR,PTPN11,CHEK2,MTOR
GO:0000075	cell cycle checkpoint	4.71e-05	4.71e-05	1	BRCA1,SMC1A,RB1,TP53,ATM,ATR,PTPN11,CHEK2
GO:0031570	DNA integrity checkpoint	2.16e-03	2.16e-03	1	BRCA1,TP53,ATM,ATR,PTPN11,CHEK2
GO:0000077	DNA damage checkpoint	1.49e-03	1.49e-03	1	BRCA1,TP53,ATM,ATR,PTPN11,CHEK2
GO:0007050	cell cycle arrest	1.42e-03	1.42e-03	1	BRCA1,CDKN2C,RB1,TP53,ATM,CHEK2,MTOR
GO:0045930	negative regulation of mitotic cell cycle	1.89e-06	1.89e-06	1	SMC1A,ATRX,EZH2,RB1,TP53,EGFR,ATM,PTEN,CHEK2
GO:0007093	mitotic cell cycle checkpoint	3.31e-02	3.31e-02	1	SMC1A,RB1,TP53,ATM,CHEK2
GO:0010564	regulation of cell cycle process	9.80e-10	9.80e-10	1	BRCA1,SMC1A,ATRX,STAG2,EZH2,SMC3,SOX9,BRCA2,RB1,TP53,EGFR,TAF1,ATM,PTEN,CHEK2
GO:1901987	regulation of cell cycle phase transition	7.57e-04	7.57e-04	1	EZH2,RB1,TP53,EGFR,TAF1,ATM,PTEN,CHEK2
GO:1902806	regulation of cell cycle G1/S phase transition	1.63e-06	1.63e-06	1	EZH2,RB1,TP53,EGFR,TAF1,ATM,PTEN,CHEK2
GO:1901990	regulation of mitotic cell cycle phase transition	6.38e-03	6.38e-03	1	EZH2,RB1,TP53,EGFR,ATM,PTEN,CHEK2
GO:2000045	regulation of G1/S transition of mitotic cell cycle	2.68e-05	2.68e-05	1	EZH2,RB1,TP53,EGFR,ATM,PTEN,CHEK2
GO:0010948	negative regulation of cell cycle process	2.16e-09	2.16e-09	1	BRCA1,SMC1A,ATRX,STAG2,EZH2,SMC3,RB1,TP53,ATM,PTEN,CHEK2
GO:1901988	negative regulation of cell cycle phase transition	1.87e-03	1.87e-03	1	EZH2,RB1,TP53,ATM,PTEN,CHEK2
GO:1902807	negative regulation of cell cycle G1/S phase transition	1.08e-04	1.08e-04	1	EZH2,RB1,TP53,ATM,PTEN,CHEK2
GO:1901991	negative regulation of mitotic cell cycle phase transition	1.32e-03	1.32e-03	1	EZH2,RB1,TP53,ATM,PTEN,CHEK2
GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	8.41e-05	8.41e-05	1	EZH2,RB1,TP53,ATM,PTEN,CHEK2
GO:0045787	positive regulation of cell cycle	2.96e-06	2.96e-06	1	BRCA1,ATRX,FOXA1,BRCA2,RB1,TP53,EGFR,ATM,PTPN11,CHEK2
GO:0072331	signal transduction by p53 class mediator	1.28e-04	1.28e-04	1	BRCA1,ATRX,BRCA2,TP53,TAF1,ATM,ATR,CHEK2
GO:0090068	positive regulation of cell cycle process	2.04e-02	2.04e-02	1	BRCA1,ATRX,RB1,TP53,ATM,CHEK2
GO:0071158	positive regulation of cell cycle arrest	4.64e-02	4.64e-02	1	BRCA1,TP53,ATM,CHEK2
GO:0007062	sister chromatid cohesion	1.25e-02	1.25e-02	1	SMC1A,ATRX,STAG2,SMC3,RB1
GO:0007064	mitotic sister chromatid cohesion	3.69e-04	3.69e-04	1	SMC1A,ATRX,SMC3,RB1
GO:0006259	DNA metabolic process	1.89e-08	1.89e-08	1	BRCA1,POLQ,SMC1A,ATRX,STAG2,EZH2,SMC3,PIK3CA,PDGFRA,BRCA2,TP53,EGFR,ATM,ATR,SETD2,CHEK2,MTOR
GO:0051052	regulation of DNA metabolic process	5.29e-11	5.29e-11	1	BRCA1,POLQ,SMC1A,ATRX,STAG2,SMC3,PIK3CA,PDGFRA,BRCA2,TP53,EGFR,ATM,ATR,CHEK2
GO:0000732	strand displacement	3.54e-02	3.54e-02	1	BRCA1,BRCA2,ATM
GO:0006260	DNA replication	2.34e-09	2.34e-09	1	BRCA1,POLQ,SMC1A,ATRX,STAG2,SMC3,PDGFRA,BRCA2,EGFR,ATM,ATR,CHEK2
GO:0006261	DNA-dependent DNA replication	4.01e-05	4.01e-05	1	POLQ,SMC1A,ATRX,STAG2,SMC3,BRCA2,CHEK2
GO:0044786	cell cycle DNA replication	1.94e-05	1.94e-05	1	SMC1A,ATRX,STAG2,SMC3,CHEK2
GO:0006281	DNA repair	9.62e-08	9.62e-08	1	BRCA1,POLQ,SMC1A,ATRX,SMC3,BRCA2,TP53,EGFR,ATM,ATR,SETD2,CHEK2,MTOR
GO:0042770	signal transduction in response to DNA damage	3.40e-07	3.40e-07	1	BRCA1,SMC1A,ATRX,BRCA2,TP53,ATM,ATR,CHEK2
GO:0042772	DNA damage response, signal transduction resulting in transcription	7.04e-05	7.04e-05	1	BRCA1,BRCA2,TP53,CHEK2
GO:0030330	DNA damage response, signal transduction by p53 class mediator	5.22e-06	5.22e-06	1	BRCA1,ATRX,BRCA2,TP53,ATM,ATR,CHEK2
GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	5.39e-05	5.39e-05	1	BRCA1,BRCA2,TP53,CHEK2
GO:0097190	apoptotic signaling pathway	6.57e-04	6.57e-04	1	BRCA1,FGFR3,BRCA2,TP53,PIK3R1,ATM,PTEN,CHEK2,LRRK2,NF1
GO:2001022	positive regulation of response to DNA damage stimulus	2.93e-02	2.93e-02	1	BRCA1,EGFR,ATM,ATR
GO:0097193	intrinsic apoptotic signaling pathway	3.35e-03	3.35e-03	1	BRCA1,BRCA2,TP53,PIK3R1,ATM,CHEK2,LRRK2
GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	1.64e-04	1.64e-04	1	BRCA1,BRCA2,TP53,PIK3R1,ATM,CHEK2
GO:1901796	regulation of signal transduction by p53 class mediator	2.24e-03	2.24e-03	1	BRCA1,TP53,TAF1,ATM,ATR,CHEK2
GO:0071897	DNA biosynthetic process	6.18e-03	6.18e-03	1	BRCA1,POLQ,BRCA2,TP53,ATM,ATR
GO:0051054	positive regulation of DNA metabolic process	7.58e-03	7.58e-03	1	BRCA1,ATRX,PDGFRA,EGFR,ATM,ATR
GO:0051053	negative regulation of DNA metabolic process	4.59e-09	4.59e-09	1	POLQ,SMC1A,STAG2,SMC3,BRCA2,TP53,ATM,ATR,CHEK2
GO:0006275	regulation of DNA replication	5.83e-09	5.83e-09	1	SMC1A,ATRX,STAG2,SMC3,PDGFRA,BRCA2,EGFR,ATR,CHEK2
GO:0090329	regulation of DNA-dependent DNA replication	9.76e-07	9.76e-07	1	SMC1A,ATRX,STAG2,SMC3,BRCA2,CHEK2
GO:0008156	negative regulation of DNA replication	1.64e-07	1.64e-07	1	SMC1A,STAG2,SMC3,BRCA2,ATR,CHEK2
GO:2000104	negative regulation of DNA-dependent DNA replication	2.70e-07	2.70e-07	1	SMC1A,STAG2,SMC3,BRCA2,CHEK2
GO:0003006	developmental process involved in reproduction	1.10e-06	1.10e-06	1	ATRX,SOX9,FOXA1,PDGFRA,IDH1,BRCA2,EGFR,ATM,KIT,PTEN,PTPN11,SETD2,MTOR
GO:0007548	sex differentiation	2.89e-03	2.89e-03	1	ATRX,SOX9,PDGFRA,IDH1,BRCA2,KIT,PTPN11
GO:0045137	development of primary sexual characteristics	1.21e-02	1.21e-02	1	ATRX,SOX9,PDGFRA,IDH1,BRCA2,KIT
GO:0061458	reproductive system development	2.47e-06	2.47e-06	1	ATRX,SOX9,FOXA1,PDGFRA,IDH1,BRCA2,EGFR,KIT,PTEN,PTPN11,SETD2
GO:0048608	reproductive structure development	2.18e-06	2.18e-06	1	ATRX,SOX9,FOXA1,PDGFRA,IDH1,BRCA2,EGFR,KIT,PTEN,PTPN11,SETD2
GO:0008406	gonad development	1.06e-02	1.06e-02	1	ATRX,SOX9,PDGFRA,IDH1,BRCA2,KIT
GO:0060191	regulation of lipase activity	4.01e-02	4.01e-02	1	FGFR3,PDGFRA,EGFR,KIT
GO:0010517	regulation of phospholipase activity	1.34e-02	1.34e-02	1	FGFR3,PDGFRA,EGFR,KIT
GO:0060193	positive regulation of lipase activity	1.53e-02	1.53e-02	1	FGFR3,PDGFRA,EGFR,KIT
GO:0010518	positive regulation of phospholipase activity	5.94e-03	5.94e-03	1	FGFR3,PDGFRA,EGFR,KIT
GO:0060341	regulation of cellular localization	2.95e-03	2.95e-03	1	RB1,TP53,PIK3R1,EGFR,BRAF,PTEN,PTPN11,SETD2,LRRK2,NF1,MTOR
GO:1903827	regulation of cellular protein localization	4.13e-02	4.13e-02	1	RB1,TP53,PIK3R1,EGFR,PTPN11,LRRK2,NF1,MTOR
GO:0032386	regulation of intracellular transport	1.75e-03	1.75e-03	1	TP53,PIK3R1,EGFR,BRAF,PTPN11,SETD2,LRRK2,NF1,MTOR
GO:0046822	regulation of nucleocytoplasmic transport	5.62e-04	5.62e-04	1	TP53,PIK3R1,EGFR,PTPN11,SETD2,NF1,MTOR
GO:0033157	regulation of intracellular protein transport	2.27e-02	2.27e-02	1	TP53,PIK3R1,EGFR,PTPN11,LRRK2,NF1,MTOR
GO:0009894	regulation of catabolic process	2.03e-03	2.03e-03	1	PIK3CG,SOX9,IDH1,EGFR,TAF1,PTEN,CHEK2,LRRK2,MTOR
GO:0048285	organelle fission	1.11e-02	1.11e-02	1	SMC1A,ATRX,STAG2,SMC3,BRCA2,RB1,ATM,CHEK2,LRRK2
GO:0072359	circulatory system development	1.52e-05	1.52e-05	1	BRCA1,PIK3CG,PIK3CA,SOX9,PDGFRA,EGFR,KDM6A,ATM,KIT,PTEN,PTPN11,SETD2,NF1,MTOR
GO:0072358	cardiovascular system development	1.12e-02	1.12e-02	1	BRCA1,PIK3CG,PIK3CA,PDGFRA,KDM6A,KIT,PTEN,SETD2,NF1
GO:0007507	heart development	2.25e-04	2.25e-04	1	SOX9,PDGFRA,EGFR,KDM6A,ATM,PTEN,PTPN11,SETD2,NF1,MTOR
GO:0009887	animal organ morphogenesis	1.88e-03	1.88e-03	1	FGFR3,SOX9,FOXA1,PDGFRA,EGFR,KDM6A,BRAF,PTEN,SETD2,LRRK2,NF1,MTOR
GO:0002520	immune system development	2.25e-04	2.25e-04	1	POLQ,MECOM,FLT3,BRCA2,RB1,PIK3R1,ATM,KIT,BRAF,PTPN11,NF1,MTOR
GO:0048534	hematopoietic or lymphoid organ development	1.16e-03	1.16e-03	1	MECOM,FLT3,BRCA2,RB1,PIK3R1,ATM,KIT,BRAF,PTPN11,NF1,MTOR
GO:0030097	hemopoiesis	6.97e-04	6.97e-04	1	MECOM,FLT3,BRCA2,RB1,PIK3R1,ATM,KIT,BRAF,PTPN11,NF1,MTOR
GO:0002521	leukocyte differentiation	1.14e-02	1.14e-02	1	FLT3,RB1,PIK3R1,ATM,KIT,BRAF,NF1,MTOR
GO:0018209	peptidyl-serine modification	1.58e-04	1.58e-04	1	PIK3CA,TAF1,ATM,BRAF,ATR,CHEK2,LRRK2,MTOR
GO:0018105	peptidyl-serine phosphorylation	1.07e-04	1.07e-04	1	PIK3CA,TAF1,ATM,BRAF,ATR,CHEK2,LRRK2,MTOR
GO:0040007	growth	2.12e-05	2.12e-05	1	FGFR3,ATRX,EZH2,PIK3CA,CDKN2C,SOX9,BRCA2,RB1,TP53,EGFR,KDM6A,PTEN,PTPN11,MTOR
GO:0040008	regulation of growth	1.53e-02	1.53e-02	1	FGFR3,PIK3CA,CDKN2C,RB1,TP53,EGFR,PTEN,PTPN11,MTOR
GO:0048589	developmental growth	7.69e-04	7.69e-04	1	FGFR3,ATRX,EZH2,PIK3CA,SOX9,BRCA2,KDM6A,PTEN,PTPN11,MTOR
GO:0035265	organ growth	2.56e-02	2.56e-02	1	FGFR3,SOX9,PTEN,PTPN11,MTOR
GO:0035264	multicellular organism growth	2.39e-02	2.39e-02	1	ATRX,PIK3CA,KDM6A,PTPN11,MTOR
GO:1901701	cellular response to oxygen-containing compound	1.34e-04	1.34e-04	1	BRCA1,EPHA3,PIK3CG,EZH2,PIK3CA,SOX9,PDGFRA,PIK3R1,EGFR,TAF1,PTPN11,CHEK2,LRRK2
GO:0051321	meiotic cell cycle	1.56e-02	1.56e-02	1	SMC1A,ATRX,STAG2,SMC3,BRCA2,ATM
GO:0050673	epithelial cell proliferation	1.51e-03	1.51e-03	1	SOX9,BRCA2,RB1,EGFR,KIT,PTEN,NF1,MTOR
GO:0050678	regulation of epithelial cell proliferation	5.59e-03	5.59e-03	1	SOX9,BRCA2,RB1,EGFR,PTEN,NF1,MTOR
GO:0050680	negative regulation of epithelial cell proliferation	8.37e-03	8.37e-03	1	SOX9,BRCA2,RB1,PTEN,NF1
GO:0060249	anatomical structure homeostasis	1.12e-04	1.12e-04	1	ATRX,SOX9,BRCA2,RB1,EGFR,ATM,ATR,PTPN11,NF1
GO:0007568	aging	2.62e-04	2.62e-04	1	BRCA2,TP53,ATM,PTEN,ATR,CHEK2,LRRK2,MTOR
GO:0010259	multicellular organism aging	4.95e-02	4.95e-02	1	TP53,ATM,LRRK2
GO:0007569	cell aging	1.78e-06	1.78e-06	1	BRCA2,TP53,ATM,PTEN,ATR,CHEK2,MTOR
GO:0090399	replicative senescence	1.48e-05	1.48e-05	1	TP53,ATM,ATR,CHEK2
GO:0008340	determination of adult lifespan	3.98e-03	3.98e-03	1	TP53,ATM,LRRK2
GO:0060284	regulation of cell development	1.12e-02	1.12e-02	1	EPHA3,EZH2,SOX9,FOXA1,KIT,BRAF,PTEN,LRRK2,NF1,MTOR
GO:0051960	regulation of nervous system development	8.65e-03	8.65e-03	1	EPHA3,EZH2,SOX9,FOXA1,KIT,BRAF,PTEN,LRRK2,NF1,MTOR
GO:0050767	regulation of neurogenesis	3.00e-03	3.00e-03	1	EPHA3,EZH2,SOX9,FOXA1,KIT,BRAF,PTEN,LRRK2,NF1,MTOR
GO:0045664	regulation of neuron differentiation	4.19e-02	4.19e-02	1	EPHA3,EZH2,SOX9,FOXA1,BRAF,PTEN,LRRK2,MTOR
GO:1901698	response to nitrogen compound	7.65e-07	7.65e-07	1	BRCA1,ATRX,PIK3CG,EZH2,PIK3CA,FLT3,SOX9,PIK3R1,EGFR,TAF1,BRAF,PTEN,PTPN11,LRRK2,MTOR
GO:1901699	cellular response to nitrogen compound	5.36e-05	5.36e-05	1	BRCA1,ATRX,PIK3CG,EZH2,PIK3CA,SOX9,PIK3R1,EGFR,TAF1,PTPN11,LRRK2
GO:0010243	response to organonitrogen compound	1.55e-06	1.55e-06	1	BRCA1,PIK3CG,EZH2,PIK3CA,FLT3,SOX9,PIK3R1,EGFR,TAF1,BRAF,PTEN,PTPN11,LRRK2,MTOR
GO:0071417	cellular response to organonitrogen compound	1.39e-04	1.39e-04	1	BRCA1,PIK3CG,EZH2,PIK3CA,SOX9,PIK3R1,EGFR,TAF1,PTPN11,LRRK2
GO:0090130	tissue migration	1.86e-02	1.86e-02	1	PIK3CA,SOX9,KIT,PTEN,PTPN11,NF1
GO:0090132	epithelium migration	1.60e-02	1.60e-02	1	PIK3CA,SOX9,KIT,PTEN,PTPN11,NF1
GO:0001667	ameboidal-type cell migration	1.05e-02	1.05e-02	1	PIK3CA,SOX9,KIT,BRAF,PTEN,PTPN11,NF1
GO:0010631	epithelial cell migration	1.49e-02	1.49e-02	1	PIK3CA,SOX9,KIT,PTEN,PTPN11,NF1
GO:0043491	protein kinase B signaling	1.22e-03	1.22e-03	1	PIK3CG,PIK3CA,SOX9,EGFR,PTEN,MTOR
GO:0046777	protein autophosphorylation	3.53e-09	3.53e-09	1	FGFR3,FLT3,PDGFRA,EGFR,TAF1,ATM,KIT,ATR,CHEK2,LRRK2,MTOR
GO:0021700	developmental maturation	1.46e-03	1.46e-03	1	FGFR3,FOXA1,BRCA2,RB1,PTEN,LRRK2,MTOR
GO:0048469	cell maturation	3.41e-02	3.41e-02	1	FOXA1,BRCA2,RB1,LRRK2,MTOR
GO:0061008	hepaticobiliary system development	1.69e-02	1.69e-02	1	EZH2,PIK3CA,SOX9,EGFR,NF1
GO:0048732	gland development	5.47e-04	5.47e-04	1	EZH2,PIK3CA,SOX9,FOXA1,BRCA2,EGFR,BRAF,PTEN,NF1
GO:0001889	liver development	1.51e-02	1.51e-02	1	EZH2,PIK3CA,SOX9,EGFR,NF1
GO:0098602	single organism cell adhesion	1.11e-04	1.11e-04	1	PIK3CG,EPHB6,PIK3CA,SOX9,FOXA1,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,MTOR
GO:0001775	cell activation	4.90e-04	4.90e-04	1	PIK3CG,EPHB6,PIK3CA,FLT3,PDGFRA,PIK3R1,EGFR,ATM,KIT,BRAF,PTPN11,MTOR
GO:0050865	regulation of cell activation	1.25e-02	1.25e-02	1	EPHB6,PIK3CA,PDGFRA,PIK3R1,ATM,BRAF,PTPN11,MTOR
GO:0030168	platelet activation	4.34e-02	4.34e-02	1	PIK3CG,PIK3CA,PDGFRA,PIK3R1,PTPN11
GO:0030155	regulation of cell adhesion	1.20e-05	1.20e-05	1	EPHA3,PIK3CG,EPHB6,PIK3CA,SOX9,FOXA1,PIK3R1,BRAF,PTEN,PTPN11,NF1,MTOR
GO:0045785	positive regulation of cell adhesion	2.31e-02	2.31e-02	1	EPHB6,PIK3CA,FOXA1,PIK3R1,BRAF,PTPN11,MTOR
GO:0016337	single organismal cell-cell adhesion	5.12e-05	5.12e-05	1	PIK3CG,EPHB6,PIK3CA,SOX9,FOXA1,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,MTOR
GO:0007159	leukocyte cell-cell adhesion	1.23e-02	1.23e-02	1	PIK3CG,EPHB6,PIK3CA,PIK3R1,KIT,BRAF,PTPN11,MTOR
GO:0070486	leukocyte aggregation	7.22e-03	7.22e-03	1	PIK3CG,EPHB6,PIK3CA,PIK3R1,KIT,BRAF,PTPN11,MTOR
GO:0071593	lymphocyte aggregation	6.42e-03	6.42e-03	1	PIK3CG,EPHB6,PIK3CA,PIK3R1,KIT,BRAF,PTPN11,MTOR
GO:0022407	regulation of cell-cell adhesion	2.48e-02	2.48e-02	1	EPHB6,PIK3CA,FOXA1,PIK3R1,BRAF,PTPN11,MTOR
GO:0022409	positive regulation of cell-cell adhesion	1.81e-02	1.81e-02	1	EPHB6,PIK3CA,FOXA1,PIK3R1,PTPN11,MTOR
GO:0045321	leukocyte activation	4.42e-03	4.42e-03	1	PIK3CG,EPHB6,PIK3CA,FLT3,PIK3R1,ATM,KIT,BRAF,PTPN11,MTOR
GO:0046649	lymphocyte activation	1.08e-03	1.08e-03	1	PIK3CG,EPHB6,PIK3CA,FLT3,PIK3R1,ATM,KIT,BRAF,PTPN11,MTOR
GO:0070489	T cell aggregation	6.31e-03	6.31e-03	1	PIK3CG,EPHB6,PIK3CA,PIK3R1,KIT,BRAF,PTPN11,MTOR
GO:0042110	T cell activation	6.31e-03	6.31e-03	1	PIK3CG,EPHB6,PIK3CA,PIK3R1,KIT,BRAF,PTPN11,MTOR
GO:0051249	regulation of lymphocyte activation	2.89e-02	2.89e-02	1	EPHB6,PIK3CA,PIK3R1,ATM,BRAF,PTPN11,MTOR
GO:0031400	negative regulation of protein modification process	5.68e-03	5.68e-03	1	BRCA1,MECOM,CDKN2C,RB1,TAF1,PTEN,LRRK2,NF1,MTOR
GO:0001933	negative regulation of protein phosphorylation	2.89e-02	2.89e-02	1	MECOM,CDKN2C,RB1,PTEN,LRRK2,NF1,MTOR
GO:0044087	regulation of cellular component biogenesis	1.76e-07	1.76e-07	1	BRCA1,EPHA3,SOX9,RB1,TP53,PIK3R1,TAF1,ATM,KIT,BRAF,PTEN,ATR,PTPN11,LRRK2,MTOR
GO:0044089	positive regulation of cellular component biogenesis	8.67e-03	8.67e-03	1	SOX9,TP53,TAF1,ATM,KIT,BRAF,ATR,MTOR
GO:0060322	head development	5.54e-06	5.54e-06	1	ATRX,EZH2,BRCA2,EGFR,TAF1,ATM,BRAF,PTEN,PTPN11,SETD2,LRRK2,NF1,MTOR
